"611,GRAD CENTERB,GRADCTRBFL4,GRADCTRB410,GRADCTRB410 416,GRADCTRB410 416-1,Single(Suite/Apartment),,Male,24-25 SpringGeneralSelection,"

",A,B,C,D,E,F,G,H,I,"
"612,GRAD CENTERB,GRADCTRBFL4,GRADCTRB420,GRADCTRB420 421,GRADCTRB420 421-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"613,GRAD CENTERB,GRADCTRBFL4,GRADCTRB420,GRADCTRB420 422,GRADCTRB420 422-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"614,GRAD CENTERB,GRADCTRBFL4,GRADCTRB420,GRADCTRB420 423,GRADCTRB420 423-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"615,GRAD CENTERB,GRADCTRBFL4,GRADCTRB420,GRADCTRB420 424,GRADCTRB420 424-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"616,GRAD CENTERB,GRADCTRBFL4,GRADCTRB420,GRADCTRB420 425,GRADCTRB420 425-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"617,GRAD CENTERB,GRADCTRBFL4,GRADCTRB430,GRADCTRB430 431,GRADCTRB430 431-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"618,GRAD CENTERB,GRADCTRBFL4,GRADCTRB430,GRADCTRB430 432,GRADCTRB430 432-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"619,GRAD CENTERB,GRADCTRBFL4,GRADCTRB430,GRADCTRB430 433,GRADCTRB430 433-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"620,GRAD CENTERB,GRADCTRBFL4,GRADCTRB430,GRADCTRB430 434,GRADCTRB430 434-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"621,GRAD CENTERB,GRADCTRBFL4,GRADCTRB430,GRADCTRB430 435,GRADCTRB430 435-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"622,GRAD CENTERB,GRADCTRBFL4,GRADCTRB430,GRADCTRB430 436,GRADCTRB430 436-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"623,GRAD CENTERB,GRADCTRBFL4,GRADCTRB440,GRADCTRB440 441,GRADCTRB440 441-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"624,GRAD CENTERB,GRADCTRBFL4,GRADCTRB440,GRADCTRB440 442,GRADCTRB440 442-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"625,GRAD CENTERB,GRADCTRBFL4,GRADCTRB440,GRADCTRB440 443,GRADCTRB440 443-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"626,GRAD CENTERB,GRADCTRBFL4,GRADCTRB440,GRADCTRB440 444,GRADCTRB440 444-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"627,GRAD CENTERB,GRADCTRBFL4,GRADCTRB440,GRADCTRB440 445,GRADCTRB440 445-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"628,GRAD CENTERB,GRADCTRBFL5,GRADCTRB510,GRADCTRB510 511,GRADCTRB510 511-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"629,GRAD CENTERB,GRADCTRBFL5,GRADCTRB510,GRADCTRB510 512,GRADCTRB510 512-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"630,GRAD CENTERB,GRADCTRBFL5,GRADCTRB510,GRADCTRB510 513,GRADCTRB510 513-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"631,GRAD CENTERB,GRADCTRBFL5,GRADCTRB510,GRADCTRB510 514,GRADCTRB510 514-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"632,GRAD CENTERB,GRADCTRBFL5,GRADCTRB510,GRADCTRB510 515,GRADCTRB510 515-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"633,GRAD CENTERB,GRADCTRBFL5,GRADCTRB510,GRADCTRB510 516,GRADCTRB510 516-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"634,GRAD CENTERB,GRADCTRBFL5,GRADCTRB520,GRADCTRB520 521,GRADCTRB520 521-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"635,GRAD CENTERB,GRADCTRBFL5,GRADCTRB520,GRADCTRB520 522,GRADCTRB520 522-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"636,GRAD CENTERB,GRADCTRBFL5,GRADCTRB520,GRADCTRB520 523,GRADCTRB520 523-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"637,GRAD CENTERB,GRADCTRBFL5,GRADCTRB520,GRADCTRB520 524,GRADCTRB520 524-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"638,GRAD CENTERB,GRADCTRBFL5,GRADCTRB520,GRADCTRB520 525,GRADCTRB520 525-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"639,GRAD CENTERB,GRADCTRBFL5,GRADCTRB530,GRADCTRB530 531,GRADCTRB530 531-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"640,GRAD CENTERB,GRADCTRBFL5,GRADCTRB530,GRADCTRB530 532,GRADCTRB530 532-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"641,GRAD CENTERB,GRADCTRBFL5,GRADCTRB530,GRADCTRB530 533,GRADCTRB530 533-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"642,GRAD CENTERB,GRADCTRBFL5,GRADCTRB530,GRADCTRB530 534,GRADCTRB530 534-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"643,GRAD CENTERB,GRADCTRBFL5,GRADCTRB530,GRADCTRB530 535,GRADCTRB530 535-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"644,GRAD CENTERB,GRADCTRBFL5,GRADCTRB540,GRADCTRB540 541,GRADCTRB540 541-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
"645,GRAD CENTERB,GRADCTRBFL5,GRADCTRB540,GRADCTRB540 542,GRADCTRB540 542-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
"646,GRAD CENTERB,GRADCTRBFL5,GRADCTRB540,GRADCTRB540 544,GRADCTRB540 544-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
"647,GRAD CENTERB,GRADCTRBFL5,GRADCTRB540,GRADCTRB540 545,GRADCTRB540 545-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
"648,GRAD CENTERB,GRADCTRBFL6,GRADCTRB610,GRADCTRB610 611,GRADCTRB610 611-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"649,GRAD CENTERB,GRADCTRBFL6,GRADCTRB610,GRADCTRB610 612,GRADCTRB610 612-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"650,GRAD CENTERB,GRADCTRBFL6,GRADCTRB610,GRADCTRB610 613,GRADCTRB610 613-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"651,GRAD CENTERB,GRADCTRBFL6,GRADCTRB610,GRADCTRB610 614,GRADCTRB610 614-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"652,GRAD CENTERB,GRADCTRBFL6,GRADCTRB610,GRADCTRB610 615,GRADCTRB610 615-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"653,GRAD CENTERB,GRADCTRBFL6,GRADCTRB610,GRADCTRB610 616,GRADCTRB610 616-1,Single(Suite/Apartment),,DynamicGender,24-25 QuietHousing,"
"654,GRAD CENTERB,GRADCTRBFL6,GRADCTRB630,GRADCTRB630 632,GRADCTRB630 632-1,Single(Suite/Apartment),,Male,24-25 QuietHousing,"
"655,GRAD CENTERB,GRADCTRBFL6,GRADCTRB630,GRADCTRB630 633,GRADCTRB630 633-1,Single(Suite/Apartment),,Male,24-25 QuietHousing,"
"656,GRAD CENTERB,GRADCTRBFL6,GRADCTRB630,GRADCTRB630 634,GRADCTRB630 634-1,Single(Suite/Apartment),,Male,24-25 QuietHousing,"
"657,GRAD CENTERB,GRADCTRBFL6,GRADCTRB630,GRADCTRB630 635,GRADCTRB630 635-1,Single(Suite/Apartment),,Male,24-25 QuietHousing,"
"658,GRAD CENTERB,GRADCTRBFL6,GRADCTRB630,GRADCTRB630 636,GRADCTRB630 636-1,Single(Suite/Apartment),,Male,24-25 QuietHousing,"

",A,B,C,D,E,F,G,H,I,"
"659,GRAD CENTERB,GRADCTRBFL6,GRADCTRB640,GRADCTRB640 644,GRADCTRB640 644-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
"660,GRAD CENTERC,GRADCTRCFL1,GRADCTRC110,GRADCTRC110 113,GRADCTRC110 113-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
"661,GRAD CENTERC,GRADCTRCFL1,GRADCTRC130,GRADCTRC130 133,GRADCTRC130 133-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
"662,GRAD CENTERC,GRADCTRCFL1,GRADCTRC140,GRADCTRC140 141,GRADCTRC140 141-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"663,GRAD CENTERC,GRADCTRCFL1,GRADCTRC140,GRADCTRC140 142,GRADCTRC140 142-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"664,GRAD CENTERC,GRADCTRCFL1,GRADCTRC140,GRADCTRC140 143,GRADCTRC140 143-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"665,GRAD CENTERC,GRADCTRCFL1,GRADCTRC140,GRADCTRC140 144,GRADCTRC140 144-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"666,GRAD CENTERC,GRADCTRCFL1,GRADCTRC140,GRADCTRC140 145,GRADCTRC140 145-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"667,GRAD CENTERC,GRADCTRCFL2,GRADCTRC220,GRADCTRC220 221,GRADCTRC220 221-1,Single(Suite/Apartment),,Female,24-25 SameSex(Female),"
"668,GRAD CENTERC,GRADCTRCFL2,GRADCTRC220,GRADCTRC220 222,GRADCTRC220 222-1,Single(Suite/Apartment),,Female,24-25 SameSex(Female),"
"669,GRAD CENTERC,GRADCTRCFL2,GRADCTRC220,GRADCTRC220 223,GRADCTRC220 223-1,Single(Suite/Apartment),,Female,24-25 SameSex(Female),"
"670,GRAD CENTERC,GRADCTRCFL2,GRADCTRC220,GRADCTRC220 224,GRADCTRC220 224-1,Single(Suite/Apartment),,Female,24-25 SameSex(Female),"
"671,GRAD CENTERC,GRADCTRCFL2,GRADCTRC220,GRADCTRC220 225,GRADCTRC220 225-1,Single(Suite/Apartment),,Female,24-25 SameSex(Female),"
"672,GRAD CENTERC,GRADCTRCFL2,GRADCTRC230,GRADCTRC230 231,GRADCTRC230 231-1,Single(Suite/Apartment),,Female,24-25 SpringGeneralSelection,"
"673,GRAD CENTERC,GRADCTRCFL2,GRADCTRC230,GRADCTRC230 235,GRADCTRC230 235-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
"674,GRAD CENTERC,GRADCTRCFL2,GRADCTRC230,GRADCTRC230 236,GRADCTRC230 236-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
"675,GRAD CENTERC,GRADCTRCFL2,GRADCTRC240,GRADCTRC240 241,GRADCTRC240 241-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"676,GRAD CENTERC,GRADCTRCFL2,GRADCTRC240,GRADCTRC240 242,GRADCTRC240 242-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"677,GRAD CENTERC,GRADCTRCFL2,GRADCTRC240,GRADCTRC240 243,GRADCTRC240 243-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"678,GRAD CENTERC,GRADCTRCFL2,GRADCTRC240,GRADCTRC240 244,GRADCTRC240 244-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"679,GRAD CENTERC,GRADCTRCFL2,GRADCTRC240,GRADCTRC240 245,GRADCTRC240 245-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"680,GRAD CENTERC,GRADCTRCFL3,GRADCTRC320,GRADCTRC320 321,GRADCTRC320 321-1,Single(Suite/Apartment),,Female,24-25 SpringGeneralSelection,"
"681,GRAD CENTERC,GRADCTRCFL3,GRADCTRC320,GRADCTRC320 324,GRADCTRC320 324-1,Single(Suite/Apartment),,Female,24-25 SpringGeneralSelection,"
"682,GRAD CENTERC,GRADCTRCFL3,GRADCTRC320,GRADCTRC320 325,GRADCTRC320 325-1,Single(Suite/Apartment),,Female,24-25 SpringGeneralSelection,"
"683,GRAD CENTERC,GRADCTRCFL3,GRADCTRC330,GRADCTRC330 333,GRADCTRC330 333-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
"684,GRAD CENTERC,GRADCTRCFL4,GRADCTRC420,GRADCTRC420 421,GRADCTRC420 421-1,Single(Suite/Apartment),,Male,24-25 SameSex(Male),"
"685,GRAD CENTERC,GRADCTRCFL4,GRADCTRC420,GRADCTRC420 422,GRADCTRC420 422-1,Single(Suite/Apartment),,Male,24-25 SameSex(Male),"
"686,GRAD CENTERC,GRADCTRCFL4,GRADCTRC420,GRADCTRC420 423,GRADCTRC420 423-1,Single(Suite/Apartment),,Male,24-25 SameSex(Male),"
"687,GRAD CENTERC,GRADCTRCFL4,GRADCTRC420,GRADCTRC420 424,GRADCTRC420 424-1,Single(Suite/Apartment),,Male,24-25 SameSex(Male),"
"688,GRAD CENTERC,GRADCTRCFL4,GRADCTRC420,GRADCTRC420 425,GRADCTRC420 425-1,Single(Suite/Apartment),,Male,24-25 SameSex(Male),"
"689,GRAD CENTERC,GRADCTRCFL4,GRADCTRC430,GRADCTRC430 435,GRADCTRC430 435-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
"690,GRAD CENTERC,GRADCTRCFL5,GRADCTRC510,GRADCTRC510 511,GRADCTRC510 511-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"691,GRAD CENTERC,GRADCTRCFL5,GRADCTRC510,GRADCTRC510 512,GRADCTRC510 512-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"692,GRAD CENTERC,GRADCTRCFL5,GRADCTRC510,GRADCTRC510 513,GRADCTRC510 513-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"693,GRAD CENTERC,GRADCTRCFL5,GRADCTRC510,GRADCTRC510 514,GRADCTRC510 514-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"694,GRAD CENTERC,GRADCTRCFL5,GRADCTRC510,GRADCTRC510 515,GRADCTRC510 515-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"695,GRAD CENTERC,GRADCTRCFL5,GRADCTRC510,GRADCTRC510 516,GRADCTRC510 516-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"696,GRAD CENTERC,GRADCTRCFL5,GRADCTRC520,GRADCTRC520 521,GRADCTRC520 521-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"697,GRAD CENTERC,GRADCTRCFL5,GRADCTRC520,GRADCTRC520 522,GRADCTRC520 522-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"698,GRAD CENTERC,GRADCTRCFL5,GRADCTRC520,GRADCTRC520 523,GRADCTRC520 523-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"699,GRAD CENTERC,GRADCTRCFL5,GRADCTRC520,GRADCTRC520 524,GRADCTRC520 524-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"700,GRAD CENTERC,GRADCTRCFL5,GRADCTRC520,GRADCTRC520 525,GRADCTRC520 525-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"701,GRAD CENTERC,GRADCTRCFL5,GRADCTRC530,GRADCTRC530 531,GRADCTRC530 531-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"702,GRAD CENTERC,GRADCTRCFL5,GRADCTRC530,GRADCTRC530 532,GRADCTRC530 532-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"703,GRAD CENTERC,GRADCTRCFL5,GRADCTRC530,GRADCTRC530 533,GRADCTRC530 533-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"704,GRAD CENTERC,GRADCTRCFL5,GRADCTRC530,GRADCTRC530 534,GRADCTRC530 534-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"705,GRAD CENTERC,GRADCTRCFL5,GRADCTRC530,GRADCTRC530 535,GRADCTRC530 535-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"

",A,B,C,D,E,F,G,H,I,"
"706,GRAD CENTERC,GRADCTRCFL5,GRADCTRC540,GRADCTRC540 541,GRADCTRC540 541-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"707,GRAD CENTERC,GRADCTRCFL5,GRADCTRC540,GRADCTRC540 542,GRADCTRC540 542-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"708,GRAD CENTERC,GRADCTRCFL5,GRADCTRC540,GRADCTRC540 543,GRADCTRC540 543-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"709,GRAD CENTERC,GRADCTRCFL5,GRADCTRC540,GRADCTRC540 544,GRADCTRC540 544-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"710,GRAD CENTERC,GRADCTRCFL5,GRADCTRC540,GRADCTRC540 545,GRADCTRC540 545-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"711,GRAD CENTERC,GRADCTRCFL6,GRADCTRC610,GRADCTRC610 611,GRADCTRC610 611-1,Single(Suite/Apartment),,Female,24-25 SameSex(Male),"
"712,GRAD CENTERC,GRADCTRCFL6,GRADCTRC610,GRADCTRC610 612,GRADCTRC610 612-1,Single(Suite/Apartment),,Female,24-25 SameSex(Male),"
"713,GRAD CENTERC,GRADCTRCFL6,GRADCTRC610,GRADCTRC610 613,GRADCTRC610 613-1,Single(Suite/Apartment),,Female,24-25 SameSex(Male),"
"714,GRAD CENTERC,GRADCTRCFL6,GRADCTRC610,GRADCTRC610 614,GRADCTRC610 614-1,Single(Suite/Apartment),,Female,24-25 SameSex(Male),"
"715,GRAD CENTERC,GRADCTRCFL6,GRADCTRC610,GRADCTRC610 615,GRADCTRC610 615-1,Single(Suite/Apartment),,Female,24-25 SameSex(Male),"
"716,GRAD CENTERC,GRADCTRCFL6,GRADCTRC610,GRADCTRC610 616,GRADCTRC610 616-1,Single(Suite/Apartment),,Female,24-25 SameSex(Male),"
"717,GRAD CENTERC,GRADCTRCFL6,GRADCTRC620,GRADCTRC620 621,GRADCTRC620 621-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"718,GRAD CENTERC,GRADCTRCFL6,GRADCTRC620,GRADCTRC620 622,GRADCTRC620 622-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"719,GRAD CENTERC,GRADCTRCFL6,GRADCTRC620,GRADCTRC620 624,GRADCTRC620 624-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"720,GRAD CENTERC,GRADCTRCFL6,GRADCTRC620,GRADCTRC620 625,GRADCTRC620 625-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Female),"
"721,GRAD CENTERC,GRADCTRCFL6,GRADCTRC640,GRADCTRC640 641,GRADCTRC640 641-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Male),"
"722,GRAD CENTERC,GRADCTRCFL6,GRADCTRC640,GRADCTRC640 642,GRADCTRC640 642-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Male),"
"723,GRAD CENTERC,GRADCTRCFL6,GRADCTRC640,GRADCTRC640 643,GRADCTRC640 643-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Male),"
"724,GRAD CENTERC,GRADCTRCFL6,GRADCTRC640,GRADCTRC640 644,GRADCTRC640 644-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Male),"
"725,GRAD CENTERC,GRADCTRCFL6,GRADCTRC640,GRADCTRC640 645,GRADCTRC640 645-1,Single(Suite/Apartment),,CoEd,24-25 SameSex(Male),"
"726,GRAD CENTERD,GRADCTRD FL1,GRADCTRD 110,GRADCTRD 110 111,GRADCTRD 110 111-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"727,GRAD CENTERD,GRADCTRD FL1,GRADCTRD 110,GRADCTRD 110 112,GRADCTRD 110 112-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"728,GRAD CENTERD,GRADCTRD FL1,GRADCTRD 110,GRADCTRD 110 113,GRADCTRD 110 113-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"729,GRAD CENTERD,GRADCTRD FL1,GRADCTRD 110,GRADCTRD 110 114,GRADCTRD 110 114-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"730,GRAD CENTERD,GRADCTRD FL1,GRADCTRD 110,GRADCTRD 110 115,GRADCTRD 110 115-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"731,GRAD CENTERD,GRADCTRD FL2,GRADCTRD 210,GRADCTRD 210 211,GRADCTRD 210 211-1,Single(Suite/Apartment),,Female,24-25 SpringGeneralSelection,"
"732,GRAD CENTERD,GRADCTRD FL2,GRADCTRD 210,GRADCTRD 210 214,GRADCTRD 210 214-1,Single(Suite/Apartment),,Female,24-25 SpringGeneralSelection,"
"733,GRAD CENTERD,GRADCTRD FL2,GRADCTRD 220,GRADCTRD 220 226,GRADCTRD 220 226-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"734,GRAD CENTERD,GRADCTRD FL2,GRADCTRD 230,GRADCTRD 230 231,GRADCTRD 230 231-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"735,GRAD CENTERD,GRADCTRD FL2,GRADCTRD 230,GRADCTRD 230 232,GRADCTRD 230 232-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"736,GRAD CENTERD,GRADCTRD FL2,GRADCTRD 230,GRADCTRD 230 233,GRADCTRD 230 233-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"737,GRAD CENTERD,GRADCTRD FL2,GRADCTRD 230,GRADCTRD 230 234,GRADCTRD 230 234-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"738,GRAD CENTERD,GRADCTRD FL2,GRADCTRD 230,GRADCTRD 230 235,GRADCTRD 230 235-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"739,GRAD CENTERD,GRADCTRD FL2,GRADCTRD 240,GRADCTRD 240 241,GRADCTRD 240 241-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"740,GRAD CENTERD,GRADCTRD FL2,GRADCTRD 240,GRADCTRD 240 242,GRADCTRD 240 242-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"741,GRAD CENTERD,GRADCTRD FL2,GRADCTRD 240,GRADCTRD 240 243,GRADCTRD 240 243-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"742,GRAD CENTERD,GRADCTRD FL2,GRADCTRD 240,GRADCTRD 240 244,GRADCTRD 240 244-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"743,GRAD CENTERD,GRADCTRD FL2,GRADCTRD 240,GRADCTRD 240 245,GRADCTRD 240 245-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"744,GRAD CENTERD,GRADCTRD FL2,GRADCTRD 240,GRADCTRD 240 246,GRADCTRD 240 246-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"745,GRAD CENTERD,GRADCTRD FL3,GRADCTRD 310,GRADCTRD 310 311,GRADCTRD 310 311-1,Single(Suite/Apartment),,Female,24-25 SpringGeneralSelection,"
"746,GRAD CENTERD,GRADCTRD FL3,GRADCTRD 320,GRADCTRD 320 321,GRADCTRD 320 321-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"747,GRAD CENTERD,GRADCTRD FL3,GRADCTRD 320,GRADCTRD 320 322,GRADCTRD 320 322-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"748,GRAD CENTERD,GRADCTRD FL3,GRADCTRD 320,GRADCTRD 320 323,GRADCTRD 320 323-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"749,GRAD CENTERD,GRADCTRD FL3,GRADCTRD 320,GRADCTRD 320 324,GRADCTRD 320 324-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"750,GRAD CENTERD,GRADCTRD FL3,GRADCTRD 320,GRADCTRD 320 325,GRADCTRD 320 325-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"751,GRAD CENTERD,GRADCTRD FL3,GRADCTRD 320,GRADCTRD 320 326,GRADCTRD 320 326-1,Single(Suite/Apartment),,CoEd,24-25 SpringGeneralSelection,"
"752,GRAD CENTERD,GRADCTRD FL3,GRADCTRD 330,GRADCTRD 330 331,GRADCTRD 330 331-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"

",A,B,C,D,E,F,G,H,I,"
"753,GRAD CENTERD,GRADCTRD FL3,GRADCTRD 330,GRADCTRD 330 332,GRADCTRD 330 332-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
"754,GRAD CENTERD,GRADCTRD FL3,GRADCTRD 330,GRADCTRD 330 333,GRADCTRD 330 333-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
"755,GRAD CENTERD,GRADCTRD FL3,GRADCTRD 330,GRADCTRD 330 334,GRADCTRD 330 334-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
"756,GRAD CENTERD,GRADCTRD FL3,GRADCTRD 330,GRADCTRD 330 335,GRADCTRD 330 335-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
"757,GRAD CENTERD,GRADCTRD FL3,GRADCTRD 340,GRADCTRD 340 341,GRADCTRD 340 341-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
"758,GRAD CENTERD,GRADCTRD FL3,GRADCTRD 340,GRADCTRD 340 342,GRADCTRD 340 342-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
"759,GRAD CENTERD,GRADCTRD FL3,GRADCTRD 340,GRADCTRD 340 343,GRADCTRD 340 343-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
"760,GRAD CENTERD,GRADCTRD FL3,GRADCTRD 340,GRADCTRD 340 344,GRADCTRD 340 344-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
"761,GRAD CENTERD,GRADCTRD FL3,GRADCTRD 340,GRADCTRD 340 345,GRADCTRD 340 345-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
"762,GRAD CENTERD,GRADCTRD FL3,GRADCTRD 340,GRADCTRD 340 346,GRADCTRD 340 346-1,Single(Suite/Apartment),,DynamicGender,24-25 SpringGeneralSelection,"
